Original_Dialect,MSA_conversion
طالت تلفونها و قعدت تكتب مسج انا مو فضوليه بس بعرفش كيف بؤبؤي الشمال سحسل لحالو الحيوان و قعد يقرأ غصب عني,"أمسكت بهاتفها وبدأت في كتابة رسالة: ""أنا لست فضولية، لكنني لا أعرف كيف انجذب تلقائيًا، لقد بدأ الحيوان في القراءة رغما عني""."
لو صحلك تتمتع بقوه وحده خارقه للطبيعه شو بتكون القوه الي بتختارها,إذا أتيحت لك الفرصة للاستمتاع بقوة خارقة للطبيعة، فما هي القوة التي ستختارها؟
و انا هاد النوع نقطه ضعفي بموت بهالشخصيات و احلى اشي صار انو قعد جمبي صرت اعمل حركات اني مش مهتمه و اني عفويه و اني بشرب مي بكياته و بتطلع من الشباك,هذا النوع من الشخصيات هو نقطة ضعفي، أحبها كثيرًا. لقد جلس بجانبي، وبدأت أتصرف بعفوية، وأشرب الماء بطريقة عفوية، وأنظر من النافذة.
بعدين حكيت بسرعه انا بخونك صرلي شهور مع حارس العماره و اليوم اكتشفت اني حامل,"ثم قالت بسرعة: ""أنا أخونك منذ شهور مع حارس المبنى، واليوم اكتشفت أنني حامل""."
عادي جدا كمان ازا وحده خايفه ع زوجها و بلعب بديلو كتير تصيدو و تحط الكره الي هو جواتها قدامها و تقعد تشرب فنجان قهوه و هي مرتاح بالها,من الطبيعي جدًا أيضًا أنه إذا كانت هناك زوجة خائفة على زوجها وتلعب بدلوه كثيرًا، فستصطاده وتضع الكرة التي بداخله أمامها، وتبدأ في شرب فنجان من الققهوة وهي تشعر بالراحة.
وبوعدكم ما اخلي مهرجان فيه كتاب الا اروح عليه جكاره فيك وفيه يا جماعه صباحكم مشرق راقت لي تقبلو مروري,وأعدكم أنني لن أدع مهرجانًا للكتب يفوتني، سأذهب إليه على الرغم من كرهي لك يا صديقي. صباحكم مشرق، أعجبني تعليقكم، تقبلوا مروري.
لساتك غالي شو ما تعمل,ما زلت غاليًا مهما فعلت.
فش احلام فش ابيض فش ليله فش اليسا,لا توجد أحلام، ولا أبيض، ولا ليلة، ولا إليسا.
كان وضعي تمام لحد ما اشتغلت اغنيه قديمه لإليسا الله يصلحها,كان كل شيء على ما يرام حتى بدأت أغنية قديمة لإليسا.
فتحتها عالتخت وطالت من الخزانه كم لبسه وسحبت الشاحن من الكهربا ورمتو بالشنته وسكرتها كل هاي العمليه وهي بتحكي حكي مع عياط مش مفهوم ينعن اصلا هوه انا حظي اصلا ينعن ولكو فوق منا ينعن بخدم فيه الكلب ينعن اصلا وبالحالات هاي دايما سحاب الشنته لازم يعلق وتشدو وتسب,فتحتها على السرير، وأخرجت بعض الملابس من الخزانة، وسحبت الشاحن من الكهرباء، وألقته في الحقيبة، وأغلقتها. خلال هذه العملية بأكملها، كانت تتحدث وتبكي بشكل غير مفهوم. لعنة الله على حظي! أنا أخدم هذا الكلب، لعنة الله! وفي مثل هذه الحالات، دائمًا ما تعلق سحابة الحقيبة، ويجب أن تشد وتسب.
اصفن كيف بكون ماسك بإيد وحده فراطه عشر دنانير برايز و شلون و بإيده التانيه مطعج الدنانير بين اصابعو بطريقه خرافيه و ذكيه,أفكر كيف يمكنني أن أمسك يد فتاة ألقت بعشرة دنانير في الخارج، وكيف يمكنه أن يمسك الدنانير بين أصابعه باليد الأخرى بطريقة ذكية ورائعة.
طب منا حلفت ب عظام ابوي انهم عيونك,لكنني أقسمت بعظام أبي أنها عيونك.
بس مش معقول صاحبتي,لكن ليس من المعقول أن تكون صديقتي.
اما البنت كل ساعتين لبسه وبتقعد تدور ع لبسه شهور وبس تلاقي لبسه حلوه بتلبسها,أما الفتاة، فهي كل ساعتين ترتدي ملابس جديدة، وتقضي شهورًا في البحث عن ملابس جديدة، وعندما تجد ملابس جميلة، ترتديها.
عالقليله البقره بتنقلش حكي ولا بتخون ولا بتحب نص شباب الأردن بنفس الوقت ولا بتلبس حجاب ع فيزون ولا بتخطب و بتوكل راسنا بخطيبها ولا بتضل تحكي الناس حسدوني ولا بتحكي حبيبتي القديمه ماتت,على الأقل، البقرة لا تثرثر ولا تخون ولا تقع في حب نصف شباب الأردن في نفس الوقت، ولا ترتدي الحجاب مع البنطلون الضيق، ولا تخطب وتملأ رأسنا بخطيبها، ولا تستمر في القول بأن الناس يحسدونها، ولا تقول إن حبيبتها القديمة ماتت.
الشباب كلهم بتضحك بعرفش ليش في واحد فيهم من كتر مضحك سلخني شلوت قوي بس الشلوت هاد صحاني وفي واحد فيهم اخد الرساله وانحطيت بموقف كتير زنخ و روحت عالبيت بالعقل بعرفش ليش رحت نمت وقعدت اسبوع بالبيت,كل الشباب يضحكون، لا أعرف لماذا. هناك واحد منهم جعلني أضحك بشدة، لدرجة أنه أعطاني ركلة قوية أيقظتني، وواحد منهم أخذ الرسالة ووضعت في موقف محرج للغاية، لذا عدت إلى المنزل وذهبت للنوم، وبقيت في المنزل لمدة أسبوع.
كانو امو و خواتو و اخوانو و نساوينهم و قرودهم كلهم مجتمعين,كانوا جميعًا هناك، والدته وأخواته وإخوته وزوجاتهم وقرودهم.
طارت ع جبين امي دره من تمي ونا بصرخ مسحت الدره عن جبينها و هي مركزه بتقشير الكستنا و قالتلي خخييرر مالك اييش فيه,"طارت قلادة من فمي وضربت جبين أمي بينما كنت أصرخ. مسحت القلادة عن جبينها، بينما كانت تركز على تقشير الكستناء، وقالت: ""ما الأمر؟ ماذا هناك؟"""
انه لما اتولى عمليه توزيع شيء بيني و بين اخوتي مثلا على الصعيد الأسري,عندما أقوم بتوزيع شيء ما بيني وبين إخوتي، على سبيل المثال، في سياق الأسرة.
الرجاء البحث عني و انقاذي,يرجى البحث عني وإنقاذي.
يسعد قلبك يا رب,يسعد قلبك يا رب.
عشان مداليه ولك منتو بيتكو تحت داليه ولك ليش قلبتي ليش وصارت علاقتنا طيش ب طيش,لماذا قلبتِ الأمور رأسًا على عقب بسبب المدالية؟ أليس منزلكم تحت الدالية؟ لماذا قلبتِ الأمور، وأصبحت علاقتنا فوضى؟
مو بالضروره لازم برضو نفهم موضوع القسمه النصيب كويس عشان نقدر نحكي بهيك مواضيع وبالنسبه للي بحكي انو ماضي البنات العربيات نظيف وبتخوت ما تحكي هيك عشان ان خليت بليت والك خوات دير بالك عليهم,ليس من الضروري أن نفهم موضوع القسمة والنصيب جيدًا حتى نتمكن من التحدث عن مثل هذه المواضيع. وبالنسبة لأولئك الذين يقولون إن ماضي الفتيات العربيات نظيف، لا تقل ذلك، لأنه إذا تركت الأمر، فستجد الكثير من الأمثلة السيئة، فكن حذرًا مع أخواتك.
و نضل فيه ملزقين بسجاده الصلاه و ندعي انو نتزوج خصوصي ليله القدر,ونبقى ملتصقين بسجادة الصلاة، وندعو الله أن نتزوج، خاصة في ليلة القدر.
المهم تطلع فيي و حكا بعقلو شكلها هالأموره فاقده الذاكره خنأعيشها عندي و اتجوزها,"المهم أنه نظر إليّ وفكر: ""يبدو أن هذه الفتاة الجميلة فقدت ذاكرتها، دعني أعيشها معي وأتزوجها""."
و في ناس لو شو متعمل عالفاضي لو بتتشقلب بالهوى والسيجاره ب ثمك عالفاضي,هناك أشخاص، مهما فعلت، سيكون الأمر بلا فائدة، حتى لو قفزت في الهواء وسيجارة في فمك.
هيك يا خاين العشره و الملح,هكذا يا خائن العشرة والملح!
يا خساره الايلاينر الي كنت ارسمو كل يوم مشانك,يا خسارة قلم تحديد العيون الذي كنت أرسمه كل يوم من أجلك!
وبس روحت عالبيت ما لقيت حد بالبيت رنيت ع امي يما شفتي المقابله سكرت الخط بوجهي شكلو فش بطاريه,"وعندما عدت إلى المنزل، لم أجد أحدًا. اتصلت بوالدتي وسألتها: ""هل شاهدتِ المقابلة؟"" أغلقت الخط في وجهي، يبدو أن البطارية قد نفدت."
جيبيلي مي جيبيلي شاحن في واحد منهم بطلب مني عشرين سندويشه باليوم قول معدتو حفره امتصاصيه,أحضر لي ماء، أحضر لي شاحنًا. هناك واحد منهم يطلب مني إعداد عشرين شطيرة في اليوم، يبدو أن معدته حفرة امتصاصية.
انتو بتتخوتو ولا شو بالزبط انتو صاحيين بتتعاطو مثلا كيف يعني طالب ينفصل اربع فصول و يروح مستقبلو هو شو عمل بالزبط سرق سياره دكتور بالجامعه ولا اخذ راتب مسؤول فيها,هل تمزحون أم ماذا بالضبط؟ هل أنتم مستيقظون أم تتعاطون المخدرات؟ كيف يمكن فصل طالب لأربعة فصول وتدمير مستقبله؟ ماذا فعل بالضبط؟ هل سرق سيارة أحد الدكاترة في الجامعة أم أخذ راتب أحد المسؤولين؟
بعدين معتمدين انكم ما بتخبصوا وشاطرين ما بنسميكم ام لقمه,"ثم، أنتم تعتمدون على أنكم لن تخطئوا، وتفخرون بأنكم لستم ""أم لقمة""."
قلي يا زلمه روحت عالبيت لقيت كومه هدايا بلشت افتح فيهم ولقيت كالتالي,أخبرني أيها الرجل، عندما عدت إلى المنزل، وجدت كومة من الهدايا، وبدأت في فتحها، ووجدت ما يلي:
خلي الكل يحبك و يفقدك و اللي بكرهك تفكرش فيه لانو بيكرهك لسبب اذا غيران ممتاز لانو في عندك اشي مميز و اذا مش طايقك مش مشكله الحياه ما بتوقف ع واحد,دع الجميع يحبك ويشتاق إليك، ولا تفكر في من يكرهك، لأنه يكرهك لسبب ما. إذا كان غيورًا، فهذا رائع، لأنك تمتلك شيئًا مميزًا. وإذا لم يكن يحبك، فلا بأس، الحياة لا تتوقف عند شخص واحد.
فعلا الكل بيحكيلي خلص وقفي وجهك نحف كتير بس انا مصره اوصل للمثالي,"في الواقع، الجميع يقول لي: ""توقفي، وجهك أصبح نحيفًا جدًا""، لكنني مصممة على الوصول إلى المثالية."
و رنت ع حبيبها,واتصلت بحبيبها.
المهم شريكها,المهم، شريكها.
و تلفوني و شاحني و وراق الأسئله الوزاريه كلو انحرق و من التعب النفسي الي صابني ضليت احمل رياضيات تلت فصول متتاليات و كل ما اسمع صوت اليسا بصيبني غثيان و بروح اركض عالحمام,هاتفي وشاحني وأوراق الأسئلة الوزارية، كلها احترقت. ومن الإرهاق النفسي الذي أصابني، بدأت أدرس الرياضيات لثلاثة فصول متتالية. وكلما سمعت صوت إليسا، أشعر بالغثيان وأذهب راكضًا إلى الحمام.
وهبه عندها ارشيف كامل من هالقصص,وهبة لديها أرشيف كامل من هذه القصص.
بهاي الحاله كنا نروح عالمطعم ونطلب الطلب بصوت عالي زي اللي برمي تحيه بنادي ليلي كنت امسك الدينار الورق واخوي يصفط الصحون عالرخامه بالمطعم وانا اطلب اعططينا بربع حمص وبربع فول وبربع مسبحه وبخمسطعش فلافل وزبطهم,"في هذه الحالة، كنا سنذهب إلى المطعم ونطلب الطعام بصوت عالٍ، مثل شخص يلقي التحية. كنت أمسك الدينار الورقي، بينما كان أخي يرتب الأطباق على الرخام في المطعم، وأطلب: ""أعطنا ربع حمص، وربع فول، وربع مسبحة، و15 فلافل""."
لدرجه اني اروح مع اهلي عند دار عمي و ندق عالباب و ندخل و مرت عمي تستقبلنا و بعد ما ندخل كلنا تضل واقفه عالباب و تتفرج برا و تعمل استطلاع يمين شمال بعدين تقول و هي بتدور عزا بنتكو مش جايه معكو لويش تاركينها بالدار,"إلى درجة أنني عندما أذهب مع عائلتي إلى منزل عمي، نطرق الباب، ندخل، وتستقبلنا زوجة عمي، وبعد أن ندخل جميعًا، تبقى واقفة عند الباب، وتنظر إلى الخارج، وتقوم باستطلاع يمينًا ويسارًا، ثم تقول، وهي تدور: ""أين ابنتكم؟ لماذا تركتوها في المنزل؟"""
قلي يا رجل امي رنتلي و حكتلي انو كل اللي اجو عالحفله جابولو هدايا والغرفه مليانه هدايا وانا ما صدقت متى تخلص الحفله مشان اهجم عالهدايا هجوم,أخبرني أيها الرجل، اتصلت بي أمي وقالت لي إن كل من جاء إلى الحفلة أحضر هدايا، والغرفة مليئة بالهدايا، ولا أستطيع الانتظار حتى تنتهي الحفلة لأهجم على الهدايا.
عادي لو تخطبي مره المهم ما تنخدعي بواحد مريض نفسي يخليكي تكرهي ام الحياه الزوجيه,من الطبيعي أن تخطبي مرة أخرى، المهم ألا تنخدعي بشخص مريض نفسيًا يجعلك تكرهين الحياة الزوجية.
يزم نيالك بتعرف,يا محظوظ، أنت تعرف ذلك.
ماخد بحالو مقلب الأخ,هذا الرجل مغرور جدًا.
نزل صار يلم بكتبي و انا قررت خلص راح اوافق و بدون تفكير فجأه و بلمح البصر ما اشوفو الا ضل مشلف,نزل وبدأ في جمع كتبي، وقررت أن أوافق، وفجأة، في لمح البصر، اختفى ولم يتبق منه سوى الغبار.
بس في واحد ما بعرف ليش كان يصير يعرج وهو ماشي قدام بنت الجيران ما بعرف ليش حابب يوصللها انو يتألم وبس تفوت البنت يرجع يمشي طبيعي وفي واحد يسوق فيها الشب الثقيل هاد يضل واقف لحالو ما يعمل اشي,لكن هناك شخصًا لا أعرف لماذا كان يعرج وهو يمشي أمام جارتنا، لا أعرف لماذا كان يريد أن يوضح لها أنه يتألم، وبمجرد أن تدخل الفتاة، يعود إلى المشي بشكل طبيعي. وهناك شخص آخر يتصرف بثقل، يبقى واقفًا بمفرده ولا يفعل شيئًا.
صار يلاخم و يخبط بالحيطان فكرني ميته راح جاب الدفاع المدني و ليله عرسي قضيتها بالمستشفى و قضيت شهر عسلي ع الحمضيات,بدأ في العناق والاصطدام بالجدران، ظنًا منه أنني ميتة. استدعى الدفاع المدني، وقضيت ليلة زفافي في المستشفى، وقضيت شهر العسل على الحمضيات.
انا بس بدي افهم ليش ايجارات البيوت لهالدرجه غاليه,أنا فقط أريد أن أفهم لماذا إيجارات المنازل باهظة الثمن إلى هذا الحد.
طيب ابوكي وهو شب درس بجامعه بعلبك لأ,حسنًا، هل والدك عندما كان شابًا درس في جامعة بعلبك؟
احلى اشي فينا بكون علينا ديون الاف دينار,أجمل شيء فينا هو الديون، آلاف الدنانير.
اذا حدا طلق مرتو اسبوعين و رجع,إذا طلق رجل زوجته ثم عاد إليها خلال أسبوعين.
بندرس سنه بالمدرسه,ندرس سنة في المدرسة.
لإني بحس ضخ الدم عندي بزيد بس يحكيلي طالعه صبيه,لأنني أشعر أن تدفق الدم يزيد عندما تخبرني أنني أبدو كفتاة صغيرة.
هي مسحتلك الابيمك و صورك من عندي,لقد حذفت حسابك على إبيك (Epic Games) وصورك من عندي.
يا بطفي الضو وبخلي الباب مفتوح,إما أن أطفئ الضوء وأترك الباب مفتوحًا.
المهم تاني يوم لقيت مليون رنه و مليون مسج من شب بدو مني ليره بيقولي يا عمي اعطيني ال تبعتي والله يهنيك بال الف,"في اليوم التالي، وجدت مليون مكالمة ورسالة من شاب يطلب مني ليرة، ويقول: ""يا عمي، أعطني ليرتك، الله يهنئك بالمليون""."
ما كنت حاسه ع حالي الخبر خلى مخي يفلت من مكانو,لم أكن أشعر بنفسي، جعلني الخبر أشعر بأن عقلي قد طار من مكانه.
و رحت لأبعد نقطه بقدر اوصلها و ما اوصفلكو قديش عيطت,ذهبت إلى أبعد نقطة يمكنني الوصول إليها، ولا يمكنني أن أصف لكم مدى بكائي.
بكون اوصف فيها و كإني بعشقها لصاحبتي مع انو عند اول باقي حق السندويشات ممكن اقعد اسبوع ما احكي معها ازا ما رجعتلي ياه,أصفها وكأنني أعشقها لصديقتي، على الرغم من أنه في أول الشهر، إذا لم تعيد لي بقية المال مقابل الشطائر، فقد أقضي أسبوعًا دون التحدث معها.
و بديش اكون واقف بطريقتك و اربطك فيني,ولا أريد أن أقف في طريقك أو أربطك بي.
قلت لا بدي اشي اقوى رحت عالصالون و سلمتهم حالي قلتلها طلعيني من هون شكل تاني بدي اوقف عالمراي ما اعرفش حالي ازا احتجتي تنشري اشي تخلعي اشي تزيحي اشي تجزي اشي تقطعي تحرقي عادي خدي راحتك,"قلت: ""لا، أريد شيئًا أقوى"". ذهبت إلى الصالون واستسلمت لهم، وقلت لها: ""أخرجيني من هنا بشكل مختلف، أريد أن أنظر إلى المرآة ولا أعرف نفسي. إذا كنتِ بحاجة إلى شراء شيء أو إزالته أو تحريكه أو قطعه أو تقطيعه أو حرقه، افعلي ما تريدين، أنتِ مرتاحة""."
و قلبت فيني و وقلبت ع ضهري و رجلي صارو فوق,قلبتني وقلبتني على ظهري، وأصبحت قدماي في الأعلى.
وركزي وانتي بتقولي تخطبني انك تعملي حركه تلبيس الخواتم ب ايديكي,"ركزي عندما تقولين ""تخطبني""، يجب أن تقومي بحركة وضع الخواتم على يديك."
لو تشوفو صوتو قصدي تسمعوه قمه الرجوله قمه الخشونه,لو رأيتموه، أقصد سمعتم صوته، فهو قمة في الرجولة والخشونة.
وبس رجعت لقيتو حاكي لابوي الله يرحمه وحكالو هاد صغير وجاهل و بستحيش,"وعندما عدت، وجدته يتحدث إلى والدي، رحمه الله، وقال له: ""هذا صغير وجاهل ولا يستحي""."
بدير جوله الباص كامله بركب ناس بنزل ناس بصيدهم صيد من الشارع,يقوم بجولة كاملة في الحافلة، يركب أناس وينزل آخرون، يصطادهم من الشارع.
و ما حسيت بحالي غير انا طايره بالسما خبطني خبطه عليم الله شكلو تفتفت عضمي,لم أشعر بنفسي إلا وأنا أطير في السماء، لقد ضربني بقوة، أستغفر الله، أعتقد أنه كسر عظامي.
رحت خليت اختي ترن عليه مشان تحكيلو اني بالمستشفى,ذهبت وأخبرت أختي أن تتصل به وتخبره أنني في المستشفى.
مش عارف كيف اشرح كلمه نفسخ بس الجيل القديم بعرفها,"لا أعرف كيف أشرح كلمة ""نفسخ""، لكن الجيل القديم يعرفها."
احنا البنات في عنا قانون اسمو بعرفش شو اسمو بس بنص على,نحن الفتيات لدينا قانون، لا أعرف ما هو اسمه، لكنه ينص على أنه:
مسك البربيش و لفو ع رقبتي و جهي زورق و صرت اتفعفل,أمسك بالخرطوم ولفه حول عنقي، وأصبح وجهي أزرقًا، وبدأت في التخبط.
سدقيني ازا بحبك,صدقيني، إذا كنت أحبك.
كلمات جارحه و قويه تحول دون وقوع اطلاق العيارات الناريه عالمطرب قصدي بالحفلات,كلمات جارحة وقوية تمنع إطلاق النار على المطرب، أقصد في الحفلات.
ولك من متى يا مقمله يا ام النسكافيه والزنجر,ومنذ متى وأنتِ مقملة، يا من تشربين النسكافيه والزنجر؟
شو اعرض صور بالصاله,ما هي الصور التي يجب أن أعرضها في الصالة؟
مع انها سوزان الكوافيره بتضحك عليه وبصرف عليها وصارلو بحكي معها سنتين وعمرو ما شافها وهي اصلا شب بسرح فيه,على الرغم من أن سوزان، مصففة الشعر، تضحك عليه، وأنفقت عليه المال، وأنه يتحدث معها منذ عامين دون أن يراها، وهي في الواقع شاب يسرح في خياله.
بطنها كبير بقره بتوكل بحجه الولد,بطنها كبير مثل البقرة، تأكل بحجة أنها حامل.
اجينا نكحلها عميناها,جئنا لنكحلها، فأعميناها.
يلا روح وتطولش,اذهب ولا تتأخر.
ليش اذا سمع انها خطبت بصير يهددها,لماذا يهددها عندما يسمع أنها خطبت لشخص آخر؟
كلام رائع بس هات الي يفهم,كلام رائع، ولكن من يفهم؟
الله يرحمك يا صباح,رحمك الله يا صباح.
تاچ لبنت بتضيعش عحالها حلقه مسلسل تركي حتى لو ليله عرسها متطلبات جامعه,تاج لفتاة تضيع حلقة من مسلسل تركي، حتى لو كانت ليلة زفافها. متطلبات الجامعة.
زي ما نقص الاهتمام بإدي للخيانه كمان زيادتو بتخلي الطرف التاني يخون,مثلما يؤدي نقص الاهتمام إلى الخيانة، فإن زيادته أيضًا تجعل الطرف الآخر يخون.
دعواتكم لطلاب الجامعات اللهم كثر ايئاتهم و قلل ديداتهم و ثبت اقدامهم و ارفع معدلاتهم,"ادعوا لطلاب الجامعات، اللهم أكثر ""إيئاتهم"" وقلل ""ديداتهم""، وثبت أقدامهم، وارفع معدلاتهم، واجعل العواقب سليمة يا رب."
وجيب العواقب سليمه يا رب,اللهم اجعل العواقب سليمة.
اللي زي هيك شو يعني انو شو موقفو بالحياه عمي انتا مريض نفسي لما تحكي هيك حكي لبنت اصغر من بنتك,الشخص الذي يقول مثل هذا الكلام، ما هو موقفه في الحياة؟ أنت مريض نفسي عندما تقول مثل هذا الكلام لفتاة أصغر من ابنتك.
قامت اجت عالطاوله عنا و حكت لزوجي بصوت عالي انتا بدكاش تستحي ع دمك من اول ما قعدت و انتا تطلع ولا الخنفسا الي معك مو معبيه عينك و تفت ع زوجي و راحت,"جاءت وجلست على الطاولة معنا، وقالت لزوجي بصوت عالٍ: ""ألا تخجل؟ منذ أن جلست وأنت تنظر إليها، ألا تشبع؟"" ثم نظرت إلى زوجي وذهبت."
فجد جربت شعور النيردات انو بحس حالو حشره,"لذلك، جربت شعور ""النيردات""، حيث يشعر أنه حشرة."
بس انا حدقه بعرف اتصرف عملت حالي بتطلع ع لون البرداي القرمبعي و لفيت وجهي عنهم شوي شوي و انا بهز راسي و حاطه اصابعي ع خدي و دقني و عامله حالي بفكر و بربط معلومات براسي و مش شايلهم من ارضهم قال,لكنني ذكية وأعرف كيف أتصرف. تظاهرت بالنظر إلى لون البرداي القرمبعي، ودرت وجهي بعيدًا عنهم ببطء، وأنا أهز رأسي وأضع أصابعي على خدي وذقني، وتظاهرت بالتفكير وربط المعلومات في رأسي، ولم أنظر إليهم.
و الله يعين كل مغترب حتى لو كان مليونير بكفي الغربه عن الأم و الأهل,ليبارك الله كل مغترب، حتى لو كان مليونيرًا. الغربة عن الأم والأهل صعبة مهما كان الشخص ثريًا.
المهم بعد ما خلصت لملمه ناديتها حكيتلها مامي شو رأيك امي بلشت تطلع ع بلوزه بلوزه,"بعد أن انتهيت من التنظيف، ناديتها وقلت: ""ماما، ما رأيك؟"" بدأت أمي في النظر إلى بلوزة تلو الأخرى."
طقمين او تلات صحون,طقمان أو ثلاثة أطباق.
مشان الله انسيني انسي خواتي,من أجل الله، انسيني، انسي أخواتي.
انا عملت حالي متدايقه و انا بمرق من بينهم بلكي مجدي نهرهم و حكالهم مرقو الصبيه,"تظاهرت بالحزن وقلت: ""مجدي، نهرهم وقل لهم أن يتركوا الفتاة تمر""."
منظري مش عيب منظري حشيش الكل حولي بضحكو,مظهري ليس عيبًا، إنه حشيش، الجميع من حولي يضحكون.
انا الصرصور الميت مش حبه الملبس,أنا الصرصور الميت، لا أحب الملابس.
