Original_Dialect,MSA_conversion
قلبنا بيرتاح أوام للي فعلاً زينا,قلبنا يرتاح فوراً لمن يشبهنا حقاً.
ليه الدنيا بعد معشمتنا و عيشتنا شوية رجعت موتتنا والدنيا من يوميها يا قلبي عودتنا لما بتدي حاجات اوام تاخد حاجات,لماذا بعد أن أعطتنا الدنيا أملاً وعيشنا بعض اللحظات الجميلة، عادت وأحبطتنا، أليست الدنيا قد اعتدنا منها أنه عندما تعطينا شيئاً فجأة، تأخذ منا أشياء؟
يا وعدي ع الأيام بتعدي بينا أوام و تدي ما بتديش ندبل وهيه تعيش,يا ويلي من الأيام التي تمر بنا بسرعة وتعطينا ما لا يعطينا، ثم نذبل ونشيخ وهي تبقى حية.
واهي الايام اللي بعدتنا تاني جمعتنا وخلتنا نحِن أوام,وهكذا الأيام التي فرقتنا، جمعتنا مرة أخرى وجعلتنا نشتاق لبعضنا بسرعة.
انا بعرف اللى بيسهر ده يااما بيتنيل يحب يااما بيتكلم مع اللى بيحب يااما بيفكر ف اللى بيحبه انا اتنيل اسهر ليه بقى لما مفيش كل دول,من يسهر يا إما أنه يحب، أو يتحدث مع من يحب، أو يفكر في من يحب، أنا لماذا أسهر إذا لم يكن لدي أي من هؤلاء؟
ياعم هوا انا كنت ف الساحل يعني ونبي اتنيل,يا عم، هل كنت في الساحل؟ أقسم أنني لم أستمتع.
و اتنيل انا ليه,لماذا أستمتع أنا؟
هو انا اللي حفرت ترعة و سميتها قناة السويس الجديدة و بعدها ارباح القناة قلت,هل أنا من حفر القناة الجديدة وقلت أرباحها؟
و لا انا اللي بعت تيران و صنافير,أم أنا من تنازل عن تيران وصنافير؟
و لا انا اللي مضيت اتفاقية عنتيبي,أم أنا من وقع اتفاقية عنتيبي؟
و لا اكونش انا اللي رسمت حدود مصر البحرية مع قبرص و اليونان و ضيعت حقول الغاز,أم أنا من رسم الحدود البحرية مع قبرص واليونان وضيّعت حقول الغاز؟
و لا انا اللي عومت الجنية و خليت قيمته التلت,أم أنا من خفض قيمة الجنيه؟
و لا اكونش انا الاهبل اللي شايف ان كل ده مقدمة لمستقبل احسن,أم أنا الأحمق الذي يعتقد أن كل هذا مقدمة لمستقبل أفضل؟
اللي عمل ده كله هو اللي يتنيل علي عينه و اللي بيأيده يحس علي دمه و يتنيل و يسكت,الشخص الذي فعل كل هذا هو من يجب أن يتنيل، ومن يؤيده يجب أن يشعر بالخجل ويسكت.
آدى دقنى إن نفعت,هذا إذا نفع.
اتعشى واتمشى,تناول العشاء وتمشى.
هيفتح او اتفتح عندنا ف اسكندريه  ف تعالي يلااا,سيُفتَح أو اُفتُتِح عندنا في الإسكندرية، فتعال يا رجل!
عارف زي الايه,تعرف، مثل الآية:
زي الباب اللي كنت ساند عليه و اتفتح فجأه طبيعي هتقع فجأه,مثل الباب الذي كنت تتكئ عليه وفُتِح فجأة، من الطبيعي أن تقع فجأة.
اتفرهدت من الارف ده,أنا تعبت من هذا الهراء.
مين الاهبل اللي هيعمل كده زيك ومتقوليش انا عشان انا مش هبله,من الأحمق الذي سيفعل ذلك مثلك؟ ولا تقل لي أنا، لأنني لست أحمقاً.
اتلم,اهدأ.
اتلم المتعوس على خايب الرجى,اجتمع التعيس مع خائب الرجاء.
اخشع ياد,انتبه يا رجل.
اديني,أعطني.
اديني فرخة اديك فتوى,أعطني دجاجة وسأعطيك فتوى.
متزعليش عادي بقا,لا تغضبي، عادي.
اديني فرصه للقى,أعطني فرصة لأجد.
خليني اشوفك بس مره,دعني أراك فقط مرة.
وتكون عنيامصدقه,وكوني أنتِ صادقة.
اديني فرصة فضفضه,أعطني فرصة للفضفضة.
الدنيابعدك ليه فضى,لماذا أصبحت الدنيا فارغة بعدك؟
لاشوفت بعدك اي حب ولالاقي من حدالرضى,لم أرَ بعدك أي حب، ولا أجد الرضا من أحد.
بس جملة عايزني اديني حقي دي تحسسك انها واحدة متجوزة وجوزها عاوزها في بيت الطاعة,"لكن جملة ""أريد حقي"" تجعلك تشعر أنها امرأة متزوجة وزوجها يريدها في بيت الطاعة."
اديني رجعتلك اديني بين اديكي كفايه دموع بقى مش عارف اشوف عنيكي,ها أنا، لقد عدت إليك، أنا بين يديك، يكفي دموع، لا أستطيع رؤية عينيك.
أجبر بخاطرى يا زمن و إدينى لمسة حنان  و إفردلى ضهرى اللى إتقطم رجعنى زى زمان,أعطني لمسة حنان يا زمن، وافرد ظهري الذي انكسر، أعدني كما كنت في الماضي.
مهو لو حضرتك اتعصبت عليا انا هامسح بكرامتك الارض,إذا غضبت عليّ، سأدوس على كرامتك.
فليه بقى ميكونش الكلام بالراحة وهدوء من الأول علشان نعرف نتكلم ونوصل لنقطة اتفاق,فلماذا لا يكون الكلام بلطف وهدوء منذ البداية حتى نتمكن من التحدث والوصول إلى نقطة اتفاق؟
بالراحة,بهدوء.
سهله انا اسويها بالراحة,من السهل أن أفعلها بهدوء.
عمرك ما هتحس بالراحه غير وانت قريب من ربنا,لن تشعر بالراحة أبداً إلا عندما تكون قريباً من الله.
اكفى القدرة على فومها تطلع البت لأمها,اكتفِ بما في القدر، ستخرج البنت لأمها.
الاسانسير,المصعد.
الأسانسير ده طاهر وهيفضل طول عمره طاهر,هذا المصعد طاهر وسيظل طاهراً دائماً.
برتقان,برتقال.
معرفش أن في شيشة برتقان  أنا بشرب نعناع وقرفة وبحس اني بعمل حاجة صحية ضميري راضي عنها,لم أكن أعلم أن هناك نكهة برتقال في الشيشة، أنا أشرب النعناع والقرفة وأشعر أنني أفعل شيئاً صحياً، ضميري مرتاح.
ماجبش سيرتى,لا تذكر اسمي.
ماقلش حاجة,لم يقل شيئاً.
ماشربش عندك برتقان,لم أشرب عندك برتقال.
عندنا ف مصر يابيه اسمو برتقان,عندنا في مصر ما يسمى برتقال يا سيدي.
انا نفسي افتح التلاجه كل يوم الصبح الاقي عصير برتقان,أنا نفسي أفتح الثلاجة كل صباح وأجد عصير برتقال.
بس يا سيدي,حسناً يا سيدي.
منك ليها,منك إليها.
ومتقوليش متفرقش عشان تفرق طبعاً,ولا تقل لي لا تفرق، لأنها تفرق طبعاً.
اسلوبك مش مميز اعمل اي بقا,أسلوبك غير مميز، افعل أي شيء الآن.
ومتقوليش اجازة,ولا تقل إجازة.
يدوب,بصعوبة.
وإن جيت للحق أنت متعرفش تحب أنت يدوب تجرح,وإن جئنا للحق، أنت لا تعرف كيف تحب، أنت فقط تؤذي.
دلوقتى ال جنيه يدوب يوصلوك للمرج,الآن، الجنيه بصعوبة يأخذك إلى المرج.
انا فعلا مش قادر اتمسك تاني بحد حتي لو روحي لسه فيها انا يدوب الطاقه اللي جوايا تخليني اعدي اليوم بيومه بالعافيه بدون اي احداث تذكر او مجهود,أنا حقاً لا أستطيع التمسك بأحد مرة أخرى، حتى لو كانت روحي ما زالت فيها، أنا بالكاد أملك الطاقة التي تجعلني أعيش يومي بصعوبة بدون أي أحداث تذكر أو مجهود.
انا مبصليش السنن يدوب الفرض وبس وحابة ألتزم واصلي السنن,أنا لا أصلي السنن، فقط الفروض، وأريد الالتزام والصلاة السنن أيضاً.
اللى يزعل منى الفتره دى يراضى نفسه ب نفسه   انا يدوب قاعد اقنع نفسى ان الحياة حلوه,من يزعل مني في هذه الفترة، يراضي نفسه بنفسه، أنا بالكاد أقنع نفسي أن الحياة جميلة.
الناس بتشرب سجاير في الاسانسير ومفيش اي مراعاة للناس اللي هتركب بعدها ومنتهى قلة الذوق,الناس يدخنون السجائر في المصعد ولا يراعون الناس الذين سيركبون بعدهم، هذا قلة ذوق.
زي برده لما نقعد في حتة والدخان كله يجي في وشنا ويقولك اشرب سيجارتي فين يعني وكأن العيب من عندي يعني,"مثل عندما نجلس في مكان والدخان كله يأتي في وجوهنا، ويقول لك: ""اشرب سيجارتي، أين سأشرب يعني؟""، وكأن الخطأ مني."
ده انتي كمان,هذا أنتِ أيضاً.
هتكتبي,ستكتبين.
اييه الحلاوة دى والله,ما كل هذا الجمال يا إلهي!
هتكتبي اكتر من كده,ستكتبين أكثر من ذلك.
شايف كدا انت,هل ترى ذلك؟
مهو لو كان حصل كده مكنتيش هتكتبي,إذا حدث ذلك، لن تكتبي.
دوسي علي  و بعدين هتلاقي تحط خالص  هتدوسي عليها وبعدين هتكتبي,اضغطي على هذا الزر، ثم ستجدينه انتهى، اضغطي عليه، ثم اكتبي.
لو خير مش هتكتبي ولا هيشغل بالك كدة,لو كان الأمر بيدك، لن تكتبي ولن تشغلي بالك بهذا القدر.
متتقلش كده يابنى,لا تثقل عليّ يا بني.
مش عايز اشوفك بتتوقع تاني يا فخري,لا أريد أن أراك تقع مرة أخرى يا فخري.
ايه ده هو  بيه اتمسك في قضية فساد ورشوة في المؤسسة,ماذا؟ هل أُمسِك بتهمة فساد ورشوة في المؤسسة؟
اه يافندم,نعم سيدي.
أسوي من الحبه أووبهه,من الحبة تأتي الكبة.
يافندم,يا سيدي الفاضل.
مفيش اي مبرر هيخلينا نسامح,لا يوجد أي مبرر يجعلنا نسامح.
من فضلكم ياجماعة,من فضلكم يا جماعة.
بس ماحدش شايف,لكن أحداً لا يرى.
الكلام ده عبط,هذا الكلام هراء.
قالى كفاية كدة عليكى,"قال لي: ""كفاية عليكِ""."
ترضاهالي ي زميلي,أترضاها لي يا زميلي؟
يلا يابا اتتكل الله يحنن عليك,هيا يا رجل، اذهب، الله يحنن عليك.
الستات,النساء.
الستات بطبعهم بيحبوا يبقوا جميلات  دي غريزة وأنا واحدة بأهتم بشكلي ومظهري ونظافتي وصحتي وإلى آخره  طول عمري يعني مش علشان متجوزة أو غيره,النساء بطبيعتهم يحبون أن يكونوا جميلات، هذه غريزة، وأنا واحدة أهتم بشكلي ومظهري ونظافتي وصحتي، إلخ، دائماً هكذا، ليس لأنني متزوجة أو غير ذلك.
لحد انهارده مش مصدق فكره اني اخش اشتمك في صراحه عشان متعرفش انا مين وربنا الستات مبتعملش كده,حتى اليوم، لا أصدق فكرة أنني سأدخل لأشتمك، لأنك لا تعرف من أنا، والله النساء لا يفعلن ذلك.
الحقنا يافندم القرعه منفعتش والاهلي اتغلب,أنقذنا يا سيدي، القرعه لم تنفع، الأهلي خسر.
مرتبك بتقبضيه,هل تقبضين راتبك؟
اللى جاى يهزر,من يأتي للمزاح.
مش هقدر استني بقولك جعاااااان,لا أستطيع الانتظار، أقول لك أنا جائع جداً.
أنا مبعرفش اكره حد  حتى اقرب الناس ليا اللى خذلونى لسة بحبهم  بس مش هقدر اتقبلهم يبقوا جنبى مرة تانية ابدا,أنا لا أعرف كيف أكره أحداً، حتى أقرب الناس الذين خذلوني، ما زلت أحبهم، لكنني لا أستطيع تقبلهم بجانبي مرة أخرى أبداً.
بقيت مقتنع جدا اني مش هقدر الواقع مهما حصل وانه هو الاحسن ليه واني المفروض ارضي بيه وأرضة بيه زي ما هو كده,أصبحت مقتنعاً جدا أني لن أستطيع التأقلم مع الواقع مهما حدث، وأن هذا هو الأفضل لي، ويجب أن أرضى به وأرضخ له كما هو.
مش هقدر,لا أستطيع.
مكنش في داعي تنزليها,لم يكن هناك داعٍ لتنزيلها.
اوعى بقـي تلبسى دبله حد,لا ترتدي خاتم أحد.
خليك بطبيعتك بلاش تزيف و تزيين كداب مالوش لازمه أنت بني آدم و الطبيعي ليك أوقات حلوه و أوقات زي الزفت وأنت مش زياده ولا أقل من حد في حاجه,كن على طبيعتك، لا تزيف أو تزين نفسك بأمور كاذبة لا داعي لها، أنت إنسان، ومن الطبيعي أن يكون لديك أوقات سعيدة وأوقات سيئة، لست أفضل أو أقل من أي شخص في شيء.
عادي لو أنتي مش محجبة أو مبتصليش أو بتشربي أو مصاحبة أو حتى وقعتي في ذنب عظيم وفاحشة إنك ترجعي,من الطبيعي أن لا تكوني محجبة أو تصلي أو تشربي أو تصاحبي أو حتى ارتكبتِ ذنباً عظيماً وفاحشة، أن تعودي.
علشان بتشوف ست ثانية شكلها حلو وعايزين يبقوا زيها  دي من رأيي مش غيرة مني لكن غيرة على نفسهم يعني ما إحنا كمان نعمل كده ناقصنا إيه,لأنك ترين امرأة أخرى جميلة وتريدين أن تصبحي مثلها، في رأيي هذه ليست غيرة مني، بل غيرة على نفسها، لماذا لا نفعل ذلك نحن أيضاً؟ ما الذي ينقصنا؟
لو مبتصليش ابدأي,إذا لم تكوني تصلي، ابدئي.
بس عارفة إيه العادي,لكن، هل تعرفين ما هو الطبيعي؟
ابعدي عن أي حد بيوصلك للفاحشة دي وغيري صحبتك,ابتعدي عن أي شخص يقودك للفاحشة، وغيري صديقتك.
لو مش محجبة يلا خدي خطوة من انهاردة متأجليش,إذا لم تكوني محجبة، اذهبي وخذي خطوة من اليوم، لا تؤجلي.
متكلمش ولاد,لا تتحدثي مع الأولاد.
بتاخد بالها,تهتم.
ايوا يافندم انا من خوارج القاهره,نعم سيدي، أنا من خارج القاهرة.
حس انه دش ساقع في عز البرد,أشعر أنه دش بارد في عز البرد.
الواد ده بيمثلني جدا,هذا الولد يمثلني جداً.
الواد ده عسل فكرني بهنيدي وهو متقمّص وبيرقص في صعيدي في الجامعه الامريكيه,"هذا الولد عسل، يذكرني بهنيدي عندما تقمص وبدأ يرقص في فيلم ""صعيدي في الجامعة الأمريكية""."
الواحد محتاج ربع حظ الواد ده,يحتاج الواحد ربع حظ هذا الولد.
الواد ده,هذا الولد.
ودي حاجه حلوه ولا وحشه يافندم,وهل هذا شيء جميل أم سيء يا سيدي؟
الواد ده لو معادش السنة تعالوا تفوا ف وشي,هذا الولد، لو لم يرسب هذه السنة، تعالوا وابصقوا في وجهي.
مش قادر انسي ان الاسانسير عطلان وطلعت للدور الخامس مرتين على رجلي,لا أستطيع أن أنسى أن المصعد معطل، وصعدت إلى الطابق الخامس مرتين على قدمي.
بقيت بخاف على بنتى من كتر ماهى متعلقة بيا,كنت خائفة على ابنتي لأنها متعلقة بي كثيراً.
شعور مالوش لأزمة ولا معنى اعتقد,مشاعر لا لزوم لها ولا معنى لها.
وعشان كدة قولتلك كذا مرة لازم تحافظ علي صحتك علشانها مش علشانك,ولهذا أخبرتك عدة مرات أن تحافظ على صحتك من أجلها، وليس من أجلك.
انا عارفة انك مش هتقتنع بس مينفعش ابقى بضحى علميا بصحتى و اقول الموت مش هتحكم فيه انت فعليا,أعلم أنك لن تقتنع، لكن من غير المفيد أن أضحي بصحتي من الناحية العلمية وأقول إن الموت لا يمكن التحكم فيه.
و دة عكس مصلحتها انا بقولك تجربة,وهذا يتعارض مع مصلحتها. أنا أخبرك عن تجربة.
هتقدم تنازلات ظاهريا بتبسطك,ستقدم تنازلات ظاهرياً لتسعدك.
ناس كتير بتقرأ الكلام اللي بتنشروه,الكثير من الناس يقرأون ما تنشرونه.
لما حد يسالنى عاملة اية اليومين دول,"عندما يسألني أحد: ""كيف حالك في اليومين الماضيين؟"""
ايه احلي اكله بتحبيها أو بتحبها من ماما ولا يمكن مهما عملنا ها زيها ما تطلعش زيها اللي متجوز يطلبها من مراته,ما هي أفضل أكلة تحبها أو تحبها من والدتك، أو ربما لا يمكنك أن تفعل مثلها مهما حاولت.
بس أنا عقرب فمليش دعوة خالص بالموضوع ده,أنا عقرب، لذلك ليس لدي أي علاقة بالموضوع.
لا معرفش عنها الصراحة بس انا كأسكندراني معنديش مترو,لا أعرف عنها الصراحة، لكنني سكندري، ليس لدي مترو.
مش هيفدني ولا يضرني فمليش دعوة,لن يفيدني أو يضرني، لذلك لا علاقة لي بالموضوع.
الأيام دى محتاجه معجزه او استجابه دعاء عشان تعدى  ونا ولله الحمد فقر اوى فمليش دعوه بالكلام ده,الأيام هذه أحتاج إلى معجزة أو استجابة الدعاء لكي تنجح.
ماحدش ربنا يكرمه كدة يجيبلي اكل,لا أحد، يا رب، يكرمني بإحضار الطعام لي.
يحطه في الاسانسير ويمشي,وضعه في المصعد وذهب.
مفيش زيه,لا مثيل له.
نعمل ايه احنا دلوقتى حضرتك,ماذا نفعل الآن، سيدي؟
ياعم بالراحة علي الناس الغلابة شوية يا عم,يا رجل، خفف على الناس الفقراء قليلاً.
في اجازه بقا وكده,في الإجازة، وما إلى ذلك.
هرجع,سأعود.
بس اوعدكوا هرجع اكتب تاني متقلقوش,لكنني أعدك أنني سأعود للكتابة مرة أخرى، فلا تقلق.
مش معقول! متوقعتش إني أشوفك هنا,لا يُعقل! لم أتوقع أن أراك هنا.
معلش كنت بجيب حاجة,لا بأس، كنت أحضر شيئًا.
هي مراتك بعتاك تتجسس عليا؟,هل أرسلتك زوجتك للتجسس علي؟
إيه؟ لا هو إنت خايف من حاجة ولا إيه؟,ماذا؟ لا، هل أنت خائف من شيء ما؟
